latitude;longitude;altitude;slope;dvdone;dvrest;cpnumero;cptype;kmdone;kmto;sumcategory
42.57212;1.59517;1819.00;-4;3217;362;;;82.9;21.6;
42.572643;1.59602;1815.00;-4;3217;362;;;83;21.5;
42.572452;1.597209;1811.00;-3;3217;362;;;83.1;21.4;
42.572441;1.598428;1808.00;-4;3217;362;;;83.2;21.3;
42.57247;1.599648;1804.00;-5;3217;362;;;83.3;21.2;
42.572554;1.600856;1799.00;-5;3217;362;;;83.4;21.1;
42.572674;1.602063;1795.00;-10;3217;362;;;83.5;21;
42.572393;1.601769;1782.00;-10;3217;362;;;83.6;20.9;
42.572183;1.600631;1774.00;-6;3217;362;;;83.7;20.8;
42.572054;1.599425;1770.00;-5;3217;362;;;83.8;20.7;
42.571906;1.598221;1765.00;-5;3217;362;;;83.9;20.6;
42.571764;1.597015;1760.00;-5;3217;362;;;84;20.5;
42.571316;1.596179;1753.00;-8;3217;362;;;84.1;20.4;
42.570866;1.595309;1747.00;-5;3217;362;;;84.2;20.3;
42.571069;1.594138;1742.00;-9;3217;362;;;84.3;20.2;
42.570751;1.594953;1729.00;-7;3217;362;;;84.4;20.1;
42.5706;1.596092;1723.00;-5;3217;362;;;84.5;20;
42.571251;1.596785;1717.00;-7;3217;362;;;84.6;19.9;
42.571179;1.597997;1710.00;-6;3217;362;;;84.7;19.8;
42.571023;1.599199;1704.00;-6;3217;362;;;84.8;19.7;
42.570804;1.600383;1699.00;-10;3217;362;;;84.9;19.6;
42.570589;1.599883;1685.00;-10;3217;362;;;85;19.5;
42.570667;1.598689;1678.00;-7;3217;362;;;85.1;19.4;
42.57075;1.597492;1670.00;-10;3217;362;;;85.2;19.3;
42.570343;1.598357;1658.00;-8;3217;362;;;85.3;19.2;
42.570015;1.599332;1648.00;-9;3217;362;;;85.4;19.1;
42.569221;1.599699;1641.00;-7;3217;362;;;85.5;19;
42.568467;1.600282;1633.00;-9;3217;362;;;85.6;18.9;
42.568904;1.599651;1624.00;-6;3217;362;;;85.7;18.8;
42.569076;1.598605;1618.00;-6;3217;362;;;85.8;18.7;
42.569689;1.597902;1613.00;-6;3217;362;;;85.9;18.6;
42.569088;1.597052;1608.00;-5;3217;362;;;86;18.5;
42.568226;1.596748;1601.00;-7;3217;362;;;86.1;18.4;
42.567679;1.595851;1596.00;-5;3217;362;;;86.2;18.3;
42.567395;1.594706;1588.00;-8;3217;362;;;86.3;18.2;
42.566769;1.59386;1582.00;-7;3217;362;;;86.4;18.1;
42.566091;1.593076;1573.00;-8;3217;362;;;86.5;18;
42.565441;1.592259;1567.00;-7;3217;362;;;86.6;17.9;
42.56484;1.591734;1557.00;-10;3217;362;;;86.7;17.8;
42.565445;1.592602;1549.00;-6;3217;362;;;86.8;17.7;
42.565994;1.593565;1543.00;-5;3217;362;;;86.9;17.6;
42.566604;1.594462;1539.00;-5;3217;362;;;87;17.5;
42.566673;1.59563;1534.00;-3;3217;362;;;87.1;17.4;
42.566166;1.596632;1531.00;-3;3217;362;;;87.2;17.3;
42.566131;1.595713;1529.00;-1;3218;361;;;87.3;17.2;
42.566202;1.594522;1528.00;2;3218;361;;;87.4;17.1;
42.565614;1.593605;1528.00;0;3222;357;;;87.5;17;
42.564816;1.59317;1532.00;0;3226;353;26;;87.6;16.9;
42.564171;1.592394;1527.00;-3;3228;351;;;87.7;16.8;
42.563964;1.591224;1522.00;-7;3228;351;;;87.8;16.7;
42.563172;1.590703;1513.00;-8;3228;351;;;87.9;16.6;
42.562317;1.590398;1507.00;-8;3228;351;;;88;16.5;
42.561424;1.590269;1498.00;-10;3228;351;;;88.1;16.4;
42.560555;1.590017;1487.00;-10;3228;351;;;88.2;16.3;
42.559743;1.589511;1476.00;-10;3228;351;;;88.3;16.2;
42.558886;1.589247;1461.00;-10;3228;351;;;88.4;16.1;
42.558041;1.58885;1453.00;-10;3228;351;;;88.5;16;
42.557157;1.588652;1441.00;-10;3228;351;;;88.6;15.9;
42.55626;1.588717;1432.00;-8;3228;351;;;88.7;15.8;
42.555382;1.588497;1424.00;-8;3228;351;;;88.8;15.7;
42.554485;1.58853;1417.00;-6;3228;351;;;88.9;15.6;
42.553592;1.588628;1412.00;-5;3228;351;;;89;15.5;
42.552738;1.588952;1408.00;-3;3228;351;;;89.1;15.4;
42.552079;1.589773;1405.00;-2;3228;351;;;89.2;15.3;
42.551381;1.590534;1404.00;-2;3228;351;;;89.3;15.2;
42.550592;1.590986;1403.00;0;3229;350;;;89.4;15.1;
42.549725;1.591311;1403.00;0;3229;350;;;89.5;15;
42.548849;1.591582;1403.00;0;3229;350;;;89.6;14.9;
42.54796;1.591774;1402.00;0;3229;350;;;89.7;14.8;
42.547066;1.591727;1402.00;-1;3230;349;;;89.8;14.7;
42.5462;1.591403;1401.00;-1;3230;349;;;89.9;14.6;
42.545312;1.59142;1400.00;-1;3230;349;;;90;14.5;
42.54445;1.591768;1398.00;-2;3230;349;;;90.1;14.4;
42.543574;1.591647;1395.00;-3;3230;349;;;90.2;14.3;
42.54269;1.591498;1392.00;-4;3230;349;;;90.3;14.2;
42.541804;1.591672;1388.00;-4;3230;349;;;90.4;14.1;
42.541033;1.592278;1383.00;-6;3230;349;;;90.5;14;
42.54021;1.591873;1375.00;-6;3230;349;;;90.6;13.9;
42.539322;1.591747;1370.00;-5;3230;349;;;90.7;13.8;
42.538427;1.591652;1364.00;-7;3230;349;;;90.8;13.7;
42.537745;1.590915;1356.00;-7;3230;349;;;90.9;13.6;
42.537267;1.589881;1350.00;-4;3230;349;;;91;13.5;
42.536652;1.589022;1347.00;-5;3232;347;;;91.1;13.4;
42.535807;1.588608;1341.00;-10;3233;346;;;91.2;13.3;
42.535112;1.587926;1326.00;-10;3233;346;;;91.3;13.2;
42.534519;1.587015;1321.00;-6;3233;346;;;91.4;13.1;
42.534008;1.586013;1314.00;-6;3233;346;;;91.5;13;
42.533345;1.585219;1309.00;-5;3234;345;27;;91.6;12.9;
42.532712;1.584371;1302.00;-5;3234;345;;;91.7;12.8;
42.53207;1.583524;1299.00;-6;3236;343;;;91.8;12.7;
42.531701;1.582437;1292.00;-3;3236;343;;;91.9;12.6;
42.531711;1.581219;1288.00;-4;3237;342;;;92;12.5;
42.531783;1.580032;1283.00;-8;3238;341;;;92.1;12.4;
42.531789;1.578968;1274.00;-6;3238;341;;;92.2;12.3;
42.531765;1.577749;1271.00;-5;3238;341;;;92.3;12.2;
42.531639;1.576541;1268.00;-5;3240;339;;;92.4;12.1;
42.531416;1.575359;1262.00;-5;3244;335;;;92.5;12;
42.531004;1.574285;1262.00;-4;3252;327;;;92.6;11.9;
42.530323;1.573511;1254.00;-2;3259;320;;;92.7;11.8;
42.529543;1.572938;1254.00;-4;3268;311;;;92.8;11.7;
42.529264;1.571803;1248.00;-9;3276;303;;;92.9;11.6;
42.528742;1.570841;1238.00;-7;3277;302;;;93;11.5;
42.528144;1.56993;1230.00;-6;3277;302;;;93.1;11.4;
42.527572;1.568991;1223.00;-7;3277;302;;;93.2;11.3;
42.527058;1.567989;1216.00;-7;3277;302;;;93.3;11.2;
42.526448;1.567099;1210.00;-6;3277;302;;;93.4;11.1;
42.525804;1.566249;1206.00;-6;3277;302;;;93.5;11;
42.525325;1.56522;1199.00;-8;3277;302;;;93.6;10.9;
42.524994;1.564126;1190.00;-7;3277;302;;;93.7;10.8;
42.524636;1.563007;1185.00;-4;3278;301;;;93.8;10.7;
42.523985;1.562195;1183.00;-1;3281;298;;;93.9;10.6;
42.523229;1.561537;1180.00;-2;3285;294;;;94;10.5;
42.522591;1.560679;1179.00;-3;3289;290;;;94.1;10.4;
42.522018;1.559738;1180.00;-2;3294;285;;;94.2;10.3;
42.521416;1.558834;1178.00;-2;3296;283;;;94.3;10.2;
42.520722;1.558059;1177.00;-2;3298;281;;;94.4;10.1;
42.519996;1.55734;1174.00;-3;3298;281;;;94.5;10;
42.519258;1.556646;1171.00;-4;3298;281;;;94.6;9.9;
42.518516;1.555961;1167.00;-5;3298;281;;;94.7;9.8;
42.51791;1.555128;1159.00;-6;3298;281;;;94.8;9.7;
42.517322;1.554217;1156.00;-9;3310;269;;;94.9;9.6;
42.51656;1.553582;1144.00;-10;3319;260;;;95;9.5;
42.515688;1.55329;1136.00;-8;3319;260;;;95.1;9.4;
42.51488;1.55276;1129.00;-7;3319;260;;;95.2;9.3;
42.513987;1.5527;1123.00;-5;3319;260;;;95.3;9.2;
42.513282;1.552037;1119.00;-3;3319;260;;;95.4;9.1;
42.512692;1.551132;1117.00;-1;3319;260;28;;95.5;9;
42.512005;1.550371;1117.00;1;3320;259;;;95.6;8.9;
42.51147;1.549394;1118.00;3;3321;258;;;95.7;8.8;
42.510837;1.548606;1122.00;5;3325;254;;;95.8;8.7;
42.509964;1.54839;1129.00;7;3331;248;;;95.9;8.6;
42.509073;1.548485;1136.00;7;3338;241;;;96;8.5;
42.508184;1.548401;1144.00;9;3346;233;29;;96.1;8.4;
42.507341;1.548805;1153.00;9;3356;223;;;96.2;8.3;
42.506543;1.54934;1164.00;9;3367;212;;;96.3;8.2;
42.507323;1.549368;1182.00;9;3385;194;;;96.4;8.1;
42.507756;1.549596;1201.00;9;3404;175;;;96.5;8;
42.506943;1.550115;1210.00;8;3412;167;;;96.6;7.9;
42.506126;1.550626;1218.00;8;3421;158;;;96.7;7.8;
42.505299;1.551085;1225.00;8;3428;151;;;96.8;7.7;
42.50467;1.551874;1235.00;9;3438;141;;;96.9;7.6;
42.504039;1.551861;1243.00;5;3446;133;;;97;7.5;
42.504365;1.550732;1246.00;2;3448;131;;;97.1;7.4;
42.504831;1.54969;1247.00;1;3450;129;;;97.2;7.3;
42.505211;1.548591;1247.00;0;3450;129;30;;97.3;7.2;
42.50555;1.54747;1246.00;-1;3450;129;;;97.4;7.1;
42.505979;1.546398;1244.00;-2;3450;129;;;97.5;7;
42.506165;1.545214;1242.00;-2;3450;129;;;97.6;6.9;
42.506109;1.544004;1240.00;-2;3450;129;;;97.7;6.8;
42.505774;1.542877;1237.00;-2;3450;129;;;97.8;6.7;
42.505552;1.541701;1235.00;-2;3450;129;;;97.9;6.6;
42.505288;1.540558;1232.00;-2;3450;129;;;98;6.5;
42.504546;1.539871;1231.00;-1;3450;129;;;98.1;6.4;
42.503933;1.539064;1230.00;1;3450;129;;;98.2;6.3;
42.503369;1.538248;1232.00;2;3452;127;;;98.3;6.2;
42.503229;1.537057;1235.00;4;3455;124;;;98.4;6.1;
42.502973;1.535887;1240.00;5;3459;120;;;98.5;6;
42.502729;1.534714;1245.00;7;3465;114;;;98.6;5.9;
42.50231;1.533774;1253.00;9;3472;107;;;98.7;5.8;
42.501689;1.533287;1266.00;9;3486;93;;;98.8;5.7;
42.502136;1.53428;1281.00;9;3501;78;;;98.9;5.6;
42.501345;1.533795;1295.00;9;3515;64;;;99;5.5;
42.500899;1.533238;1314.00;9;3534;45;;;99.1;5.4;
42.501269;1.534316;1324.00;9;3544;35;;;99.2;5.3;
42.501541;1.534841;1338.00;9;3558;21;;;99.3;5.2;
42.500781;1.534192;1345.00;6;3564;15;;;99.4;5.1;
42.500259;1.53321;1350.00;4;3570;9;;;99.5;5;
42.500433;1.532031;1352.00;1;3572;7;;;99.6;4.9;
42.500308;1.531483;1351.00;-2;3572;7;;;99.7;4.8;
42.499496;1.531016;1348.00;-7;3572;7;;;99.8;4.7;
42.499576;1.530576;1339.00;-10;3572;7;;;99.9;4.6;
42.500454;1.530668;1329.00;-10;3572;7;31;summit,bonus;100;4.5;3
42.500618;1.530025;1316.00;-10;3572;7;;;100.1;4.4;
42.499989;1.529172;1306.00;-10;3572;7;;;100.2;4.3;
42.50019;1.528817;1293.00;-10;3572;7;;;100.3;4.2;
42.500731;1.528239;1285.00;-10;3572;7;;;100.4;4.1;
42.50139;1.528026;1273.00;-10;3572;7;;;100.5;4;
42.502113;1.528283;1264.00;-8;3572;7;;;100.6;3.9;
42.501457;1.527566;1257.00;-6;3572;7;;;100.7;3.8;
42.500931;1.526585;1252.00;-5;3572;7;;;100.8;3.7;
42.500361;1.525675;1246.00;-7;3572;7;;;100.9;3.6;
42.500821;1.525785;1238.00;-7;3572;7;;;101;3.5;
42.501575;1.526336;1233.00;-8;3572;7;;;101.1;3.4;
42.501911;1.526367;1224.00;-8;3572;7;;;101.2;3.3;
42.501279;1.525504;1218.00;-6;3572;7;;;101.3;3.2;
42.500766;1.524503;1212.00;-6;3572;7;;;101.4;3.1;
42.500111;1.523681;1205.00;-6;3572;7;;;101.5;3;
42.499354;1.523366;1197.00;-8;3572;7;;;101.6;2.9;
42.498962;1.524022;1189.00;-7;3572;7;;;101.7;2.8;
42.498289;1.523217;1183.00;-6;3572;7;;;101.8;2.7;
42.497909;1.522147;1177.00;-8;3572;7;;;101.9;2.6;
42.497651;1.521442;1167.00;-7;3572;7;;;102;2.5;
42.496757;1.521452;1162.00;-9;3572;7;;;102.1;2.4;
42.497199;1.520589;1151.00;-8;3572;7;;;102.2;2.3;
42.497606;1.519512;1143.00;-7;3572;7;;;102.3;2.2;
42.497983;1.518436;1135.00;-9;3572;7;;;102.4;2.1;
42.497861;1.517229;1127.00;-7;3572;7;;;102.5;2;
42.497781;1.516026;1120.00;-8;3572;7;;;102.6;1.9;
42.497712;1.514838;1112.00;-7;3572;7;;;102.7;1.8;
42.497313;1.513754;1105.00;-10;3572;7;;;102.8;1.7;
42.497197;1.513166;1091.00;-10;3572;7;;;102.9;1.6;
42.497821;1.514042;1085.00;-6;3572;7;;;103;1.5;
42.498264;1.515073;1079.00;-6;3572;7;;;103.1;1.4;
42.49849;1.516252;1072.00;-9;3572;7;;;103.2;1.3;
42.499054;1.517162;1062.00;-10;3572;7;;;103.3;1.2;
42.499912;1.517518;1053.00;-9;3572;7;;;103.4;1.1;
42.500787;1.517778;1044.00;-10;3572;7;;;103.5;1;
42.500962;1.518768;1034.00;-9;3572;7;;;103.6;0.9;
42.501344;1.519817;1023.00;-10;3572;7;;;103.7;0.8;
42.502229;1.519966;1014.00;-10;3572;7;;;103.8;0.7;
42.502956;1.52064;1003.00;-8;3572;7;;;103.9;0.6;
42.503681;1.52133;998.00;-3;3572;7;;;104;0.5;
42.504457;1.52169;997.00;0;3572;7;;;104.1;0.4;
42.504624;1.522885;998.00;2;3574;5;;;104.2;0.3;
42.504821;1.524074;1000.00;2;3576;3;;;104.3;0.2;
42.504973;1.525276;1002.00;2;3577;2;32;;104.4;0.1;
42.505079;1.526119;1003.00;2;3579;0;33;arrival;104.5;0;
